"","y","w","age","polviews","income","educ","marital","sex"
"16980",0,1,41,2,12,11,5,2
"16981",1,0,32,2,11,12,5,1
"16982",1,1,65,4,12,12,1,1
"16983",0,0,58,3,9,13,3,2
"16984",0,1,22,4,11,15,5,1
"16985",0,0,46,4,12,12,3,2
"16986",0,1,39,2,3,13,3,2
"16988",0,1,28,6,9,13,5,2
"16989",0,1,34,6,10,12,5,2
"16990",0,0,45,5,6,14,5,1
"16991",0,0,41,4,11,13,3,2
"16992",1,0,55,2,12,14,1,2
"16993",0,1,48,4,12,18,1,1
"16994",0,0,53,2,12,15,1,2
"16995",0,0,44,3,7,0,5,2
"16996",1,0,79,4.1220088,7,11,2,2
"16997",0,1,39,4.1220088,12,12,1,2
"16998",0,1,44,4,11,12,3,2
"16999",0,0,41,4,4,12,3,2
"17000",0,0,65,4,9,12,1,2
"17001",0,1,25,4,4,12,4,2
"17002",0,1,60,5,12,14,1,2
"17003",0,1,71,6,11,12,1,1
"17004",0,1,38,2,12,20,1,1
"17005",1,0,52,5,12,14,1,1
"17006",0,1,77,4,12,12,1,2
"17008",0,1,53,5,12,18,1,2
"17009",1,1,37,3,12,17,1,1
"17012",1,1,46,5,9,8,1,1
"17013",0,1,37,3,12,14,1,2
"17014",0,0,49,3,12,18,1,2
"17015",0,1,52,3,12,16,3,2
"17016",0,1,27,6,12,18,5,1
"17017",0,0,28,4,10,16,5,1
"17018",0,1,28,4,12,16,1,2
"17020",0,0,51,4,12,16,4,1
"17021",0,1,60,4,12,16,1,2
"17022",0,0,55,3,12,18,1,2
"17023",1,1,55,2,12,15,1,1
"17024",1,0,33,5,12,13,1,2
"17025",0,1,55,4.1220088,10,16,1,1
"17026",0,1,46,6,12,14,1,2
"17027",1,0,35,4,12,14,1,1
"17028",0,1,60,6,12,17,1,1
"17029",0,0,45,1,12,18,1,1
"17030",0,0,37,6,12,17,1,2
"17031",1,1,30,4,12,13,3,2
"17032",0,1,57,4,12,13,1,1
"17033",1,1,34,7,12,13,2,2
"17034",0,1,36,2,12,16,1,1
"17035",0,0,34,4,12,8,1,2
"17036",0,1,46,4,12,12,1,2
"17037",0,1,44,6,12,14,3,2
"17038",0,1,44,4,12,12,3,1
"17039",0,1,56,3,12,12,1,1
"17040",0,0,47,3,12,16,3,1
"17041",1,0,62,4,12,14,2,2
"17042",1,0,29,3,11,12,5,1
"17043",0,1,36,5,12,16,5,1
"17044",1,0,49,6,12,12,1,1
"17045",0,0,50,2,9,6,2,2
"17046",0,0,56,4,12,13,1,2
"17047",0,1,58,3,9,13,3,2
"17048",1,1,32,2,11,12,5,1
"17049",0,1,37,3,12,14,1,2
"17050",1,1,39,4.1220088,12,16,5,1
"17051",0,1,36,4,12,18,1,2
"17052",1,0,38,3,12,14,1,1
"17053",0,1,53,5,12,19,1,1
"17054",1,0,24,4.1220088,10,11,5,1
"17055",0,1,23,3,1,13,5,1
"17056",0,1,70,1,12,12,3,2
"17057",0,1,24,2,11,14,5,2
"17058",0,0,42,6,4,14,5,2
"17059",1,0,29,2,12,15,5,2
"17060",0,0,39,3,11,12,3,2
"17061",1,0,39,4,11,14,3,2
"17062",1,0,45,4,12,14,1,2
"17063",0,1,26,4,5,16,1,2
"17064",0,1,43,4,12,12,5,2
"17065",0,1,34,4,12,12,1,2
"17066",0,0,53,2,12,16,5,1
"17067",0,1,38,4,12,17,1,1
"17068",0,1,43,3,12,18,1,2
"17069",0,1,62,4,12,16,1,1
"17070",0,1,77,2,12,12,1,1
"17071",0,0,48,5,12,16,1,1
"17072",0,0,51,6,12,18,1,1
"17073",1,0,44,4,11,16,4,2
"17074",0,1,73,2,9,16,2,2
"17075",0,1,45,4,12,19,1,1
"17076",0,0,67,4,12,20,1,1
"17077",0,0,68,4,12,17,1,1
"17078",0,0,72,3,12,19,1,1
"17079",0,0,62,4,12,14,3,2
"17080",0,1,40,5,12,15,1,2
"17081",0,1,20,4,12,13,5,1
"17083",0,1,48,2,12,13,4,2
"17084",0,0,33,3,10,16,5,1
"17085",0,0,40,1,11,16,5,2
"17086",0,1,64,5,12,8,3,1
"17087",0,1,28,4,12,16,5,1
"17088",0,1,33,2,11,15,3,1
"17089",1,0,30,5,11,14,5,2
"17090",0,1,49,5,11,20,1,2
"17091",0,0,42,5,9,17,1,1
"17092",0,1,24,1,10,16,5,1
"17093",0,0,22,2,10,16,5,2
"17094",0,0,57,3,12,16,3,1
"17096",0,1,45,6,9,12,1,2
"17097",0,0,46,4.1220088,2,12,5,1
"17098",0,1,44,1,7,13,2,1
"17099",0,1,51,3,12,20,1,1
"17100",0,1,25,3,5,12,5,2
"17101",0,1,38,6,11,14,3,2
"17102",0,1,44,4,12,14,1,2
"17103",1,0,41,2,12,16,1,1
"17104",0,0,36,4,12,12,1,1
"17105",1,1,27,4,12,14,1,1
"17106",0,1,36,5,12,14,1,2
"17107",1,1,37,6,12,14,1,1
"17108",0,0,35,6,12,12,1,2
"17109",1,0,41,6,12,12,3,1
"17110",0,1,29,5,12,15,1,2
"17111",0,1,40,2,12,14,1,2
"17112",0,0,29,3,9,17,5,1
"17113",0,0,64,6,12,20,1,1
"17115",0,1,29,5,12,16,5,1
"17116",0,1,43,5,12,17,3,1
"17117",0,0,34,3,12,20,5,1
"17118",0,1,54,2,12,12,5,2
"17119",0,1,27,4.1220088,12,12,5,2
"17121",0,1,25,3,6,18,5,2
"17122",1,0,24,3,11,14,5,1
"17123",0,0,66,2,12,13,3,1
"17124",0,1,20,2,8,12,5,1
"17125",0,0,26,6,10,15,5,2
"17127",0,0,42,2,12,8,1,1
"17128",0,0,40,6,11,8,1,2
"17129",1,0,48,1,10,13,3,2
"17130",1,0,55,4,11,14,3,2
"17131",0,1,27,4,12,14,1,2
"17132",1,0,73,6,12,14,2,2
"17133",0,1,34,6,10,14,5,1
"17134",0,1,60,4,9,12,3,2
"17135",0,1,26,3,9,9,1,2
"17136",1,0,41,4,12,12,1,2
"17137",1,0,26,5,12,13,1,1
"17138",1,0,40,6,12,14,1,2
"17139",0,0,25,3,2,18,5,2
"17140",0,0,41,4,11,3,4,2
"17141",0,1,63,6,7,12,2,2
"17142",0,0,39,3,11,10,1,1
"17143",0,0,60,4,8,13,2,2
"17144",0,1,56,2,12,15,3,2
"17145",1,1,73,6,2,7,2,2
"17146",0,0,25,2,12,17,5,2
"17147",0,0,21,6,12,12,5,1
"17148",0,1,43,3,12,12,3,1
"17149",0,1,19,3,8,12,5,2
"17150",0,0,35,4,12,14,1,2
"17151",1,0,51,2,12,16,5,2
"17152",1,0,42,3,12,16,1,1
"17153",0,0,28,3,12,14,5,2
"17154",0,0,50,4,12,16,1,1
"17156",1,0,67,6,9,13,3,2
"17157",1,0,40,4,12,19,3,1
"17158",0,1,32,3,12,12,5,1
"17159",0,1,23,2,7,16,5,2
"17160",1,0,42,6,12,14,1,1
"17161",0,1,23,4,12,12,5,1
"17162",1,1,36,3,12,14,1,2
"17163",0,0,40,2,11,12,4,1
"17164",0,1,29,4,10,14,5,1
"17165",0,0,40,4,11,12,4,2
"17166",1,1,70,2,10,12,3,2
"17167",0,1,24,5,9,9,3,1
"17168",0,0,41,2,11,14,5,2
"17169",0,1,62,2,12,16,2,2
"17170",0,0,58,6,12,16,5,2
"17172",0,1,27,2,8,17,5,1
"17173",0,0,71,5,12,18,5,1
"17174",0,1,47,4,12,18,4,2
"17175",0,0,31,2,12,16,1,2
"17177",0,0,46,2,12,16,1,2
"17178",0,1,51,1,12,18,1,1
"17179",0,1,28,2,12,16,5,2
"17180",0,0,55,4,12,18,5,2
"17182",0,1,68,1,12,16,5,1
"17183",1,0,30,4,4,18,5,1
"17185",1,0,28,4,9,12,5,2
"17186",0,1,44,5,2,2,1,1
"17187",0,1,37,2,10,15,2,1
"17188",0,0,28,3,12,5,1,2
"17189",1,0,44,3,10,16,1,2
"17190",0,1,30,2,12,14,1,2
"17191",0,0,89,2,12,13,2,2
"17192",0,1,72,2,12,19,1,2
"17193",0,0,63,5,12,11,3,1
"17195",0,1,31,2,12,16,1,2
"17196",0,0,28,5,12,18,5,2
"17197",1,1,70,2,12,16,2,2
"17199",0,0,60,4.1220088,8,10,5,2
"17201",0,0,79,4,9,9,2,1
"17202",0,1,80,4,7,12,2,2
"17203",0,0,34,4,9,14,5,2
"17204",1,1,85,6,7,9,2,2
"17205",0,1,58,4,8,12,3,2
"17207",1,0,39,2,12,11,3,2
"17208",0,1,29,4,9,8,1,1
"17210",0,1,36,4,9,14,5,2
"17211",0,0,29,4,12,12,1,2
"17213",0,1,73,4,8,3,5,2
"17215",0,1,36,4,12,14,1,1
"17218",0,1,70,4,9,3,1,1
"17219",1,0,22,2,12,15,5,2
"17220",0,1,32,4.1220088,12,13,1,2
"17223",1,1,28,2,6,16,5,1
"17225",0,1,28,1,11,18,5,2
"17227",0,1,40,4.1220088,12,18,1,2
"17229",0,1,26,4,12,16,5,1
"17230",0,1,34,4,12,16,5,1
"17232",0,1,65,7,12,12,1,1
"17235",1,0,38,6,12,12,5,2
"17237",0,1,29,4,12,13,5,2
"17238",0,0,55,4.1220088,10,12,3,1
"17239",1,0,30,4,11,12,1,2
"17241",0,1,27,1,11,12,5,2
"17242",0,0,37,4,9,13,4,2
"17243",0,0,25,3,1,8,3,2
"17244",0,1,25,3,9,10,5,1
"17245",0,1,29,4,9,10,1,1
"17246",0,1,32,4.1220088,7,11,5,2
"17247",0,0,37,5,12,16,3,2
"17248",0,1,53,3,11,11,3,2
"17249",0,1,82,6,9,17,5,1
"17251",0,1,62,5,10,11,1,2
"17252",0,1,64,5,12,16,1,1
"17253",0,1,55,5,12,12,1,2
"17254",1,0,40,3,7,12,4,1
"17255",0,0,36,4,12,19,1,2
"17257",0,1,51,5,12,17,5,2
"17258",1,1,35,5,12,16,1,2
"17259",0,0,60,4,12,12,1,1
"17260",0,0,19,3,12,12,5,2
"17261",0,1,30,2,2,16,1,2
"17262",0,1,25,2,12,16,5,2
"17263",0,0,36,4,12,15,5,1
"17265",0,0,41,3,2,4,3,1
"17266",0,1,30,4,12,14,4,2
"17267",1,0,28,3,11,12,5,1
"17268",0,0,32,4,8,11,3,2
"17269",0,1,22,5,9,12,5,1
"17270",0,0,30,3,12,16,1,2
"17271",1,0,25,4,11,12,5,2
"17272",0,1,38,5,12,12,1,1
"17273",0,1,53,2,12,7,1,2
"17274",0,1,36,4,9,12,5,1
"17275",0,1,35,4,12,12,5,2
"17276",1,0,19,4,12,12,5,1
"17277",0,0,30,3,5,12,5,2
"17278",0,1,48,4,12,12,1,1
"17279",0,0,37,4,12,14,1,2
"17280",1,1,44,4,12,12,4,2
"17281",0,0,34,3,12,12,1,2
"17282",0,1,31,4.1220088,10,10,1,2
"17283",1,0,60,4,12,14,1,2
"17284",0,1,39,3,12,12,5,2
"17285",0,1,36,3,12,13,5,1
"17286",0,1,88,3,10,12,2,2
"17287",0,1,52,2,12,17,3,2
"17288",1,0,25,3,1,14,5,1
"17289",0,1,37,4,11,15,4,1
"17290",1,0,36,4.1220088,12,12,1,2
"17291",0,0,55,5,12,15,3,2
"17292",0,1,44,6,12,16,1,2
"17294",0,1,30,4,11,16,5,2
"17295",0,1,57,4,12,13,1,1
"17296",0,0,45,2,12,12,1,2
"17297",0,0,40,4,12,14,1,1
"17298",0,0,60,2,12,14,1,2
"17299",0,1,29,4,12,12,5,1
"17300",0,1,47,4,12,16,1,2
"17302",0,1,31,4,12,12,1,1
"17303",0,1,34,5,12,15,1,1
"17304",1,0,45,4,12,12,1,1
"17305",0,1,81,3,10,12,3,2
"17307",0,1,51,3,1,12,5,1
"17308",0,1,24,4,1,11,5,2
"17309",0,0,21,4,12,13,5,2
"17310",0,0,51,2,12,14,1,2
"17311",0,0,32,4,12,12,1,1
"17312",0,0,44,4,12,12,1,2
"17313",1,0,27,4,12,12,5,1
"17316",0,1,43,4,12,12,1,2
"17317",0,1,34,3,12,12,1,2
"17318",0,1,33,3,12,13,1,2
"17319",1,0,45,4.1220088,11,16,5,1
"17320",0,1,80,3,12,12,1,1
"17321",0,0,83,5,12,12,1,1
"17322",0,0,68,6,12,16,1,1
"17323",1,0,53,5,12,16,1,1
"17324",0,0,52,5,12,16,1,1
"17325",0,1,73,6,12,12,2,1
"17326",0,1,35,3,12,12,5,1
"17327",0,1,25,5,12,15,5,1
"17328",1,0,34,5,12,16,1,2
"17329",0,1,49,5,12,12,1,1
"17330",1,0,44,4,12,17,1,2
"17331",0,0,60,5,12,16,1,2
"17332",0,1,34,6,12,16,3,1
"17333",1,0,56,4,12,12,1,2
"17334",0,0,36,5,12,18,1,1
"17335",0,1,68,6,12,12,2,2
"17336",0,1,55,5,12,13,2,2
"17337",1,1,26,5,8,10,5,2
"17338",1,0,19,6,10,12,5,2
"17339",0,0,25,4,2,11,5,1
"17340",0,1,28,3,2,12,5,2
"17341",0,0,89,6,3,8,2,2
"17342",1,1,85,5,8,10,2,2
"17344",0,1,53,4.1220088,11,7,1,2
"17345",0,1,42,4,12,12,1,2
"17346",1,0,65,5,12,15,1,1
"17348",0,1,75,4,12,12,1,1
"17349",0,1,55,5,12,12,1,2
"17350",0,1,39,6,12,16,1,2
"17351",1,0,39,4,12,10,1,2
"17353",0,0,27,2,10,12,5,2
"17354",0,0,72,4,12,10,1,2
"17355",1,1,35,5,8,12,5,2
"17356",0,1,48,4,12,12,3,2
"17357",1,0,40,5,12,16,4,1
"17358",0,0,29,4.1220088,9,12,3,2
"17360",0,1,39,4,12,12,1,2
"17361",0,0,22,1,8,15,5,1
"17362",0,1,21,4,9,12,5,2
"17363",0,0,44,3,11,13,3,2
"17365",0,1,24,5,11,17,1,1
"17366",0,0,45,6,12,12,1,1
"17367",1,0,27,4,12,17,1,2
"17368",1,1,26,4,10,12,5,2
"17369",0,1,35,5,12,10,1,1
"17370",0,1,53,6,12,16,1,2
"17371",0,1,34,4,12,13,1,1
"17372",0,0,40,6,12,12,1,2
"17373",0,1,54,5,12,13,1,2
"17374",1,0,62,5,12,12,1,1
"17375",0,0,62,6,9,8,1,1
"17376",0,1,45,4,12,12,3,1
"17377",1,0,51,4,12,14,1,1
"17378",0,0,49,4,11,12,3,2
"17379",0,0,37,4,11,12,5,2
"17380",0,1,42,6,9,12,1,2
"17381",0,1,49,4,12,12,4,2
"17382",0,1,40,6,12,16,1,1
"17383",1,0,25,3,12,12,1,2
"17384",1,0,31,4,12,19,1,2
"17385",0,0,50,4,12,14,1,2
"17386",0,1,61,4,12,14,1,1
"17387",0,1,46,4,12,17,3,2
"17388",0,0,73,4,9,12,2,2
"17389",0,1,56,6,10,12,1,2
"17390",0,0,57,4,12,11,2,2
"17391",0,1,51,5,12,18,1,2
"17392",1,0,28,6,12,16,1,1
"17393",1,0,44,5,12,12,1,2
"17394",0,0,85,6,12,12,2,2
"17395",0,0,63,3,12,19,1,2
"17396",0,1,49,5,12,16,1,1
"17397",0,0,39,4,12,12,1,1
"17398",0,1,54,3,12,17,1,2
"17399",0,1,72,4,12,16,1,2
"17400",0,1,45,4,12,13,1,1
"17401",1,0,68,4,12,9,1,2
"17402",1,0,20,3,12,12,5,1
"17403",0,1,26,4,12,15,5,1
"17404",0,1,56,4,9,12,3,2
"17405",1,0,58,6,12,12,2,2
"17406",1,0,53,6,12,16,1,2
"17407",1,0,66,6,8,12,2,2
"17408",0,1,77,6,10,12,1,1
"17409",0,0,23,5,12,16,5,2
"17410",0,1,47,5,12,20,1,2
"17411",1,0,47,5,12,12,2,2
"17412",0,1,54,4,12,17,1,1
"17413",0,1,55,5,12,16,1,1
"17414",0,0,34,2,10,16,3,2
"17416",0,1,53,6,12,17,1,2
"17417",0,1,31,2,12,19,5,2
"17418",0,0,56,4,12,12,1,1
"17419",0,0,38,6,10,15,3,2
"17420",0,1,66,6,12,12,2,2
"17421",0,1,31,2,12,18,1,1
"17422",0,1,82,5,12,8,2,1
"17423",0,0,36,5,12,16,1,2
"17424",0,1,85,3,7,8,2,2
"17425",0,1,58,5,12,12,3,2
"17427",1,0,41,4,12,12,1,1
"17428",0,1,87,5,8,12,2,2
"17429",0,0,76,4,10,8,1,1
"17430",0,1,61,4,6,11,2,2
"17431",0,0,67,3,12,12,2,2
"17432",0,1,57,4,11,12,1,2
"17433",1,0,25,4,10,12,1,2
"17434",1,0,49,5,12,11,1,1
"17435",0,0,35,2,12,12,1,2
"17436",0,0,64,4,11,8,1,1
"17437",0,1,37,2,12,15,1,1
"17438",0,0,44,1,12,20,1,1
"17439",0,1,56,6,12,16,1,2
"17440",0,1,40,6,12,16,1,1
"17441",1,1,33,6,12,16,1,2
"17442",1,0,33,6,12,17,1,2
"17443",1,1,59,4,12,12,1,1
"17444",1,0,47,5,12,16,1,2
"17445",1,0,40,6,12,16,1,1
"17446",0,0,52,3,12,18,1,2
"17447",0,0,40,5,12,17,1,1
"17449",0,1,69,4,11,12,2,2
"17450",0,1,75,4,12,12,1,2
"17451",0,0,23,6,9,16,1,1
"17452",0,1,23,3,12,17,1,2
"17453",0,1,25,5,5,17,5,2
"17454",1,0,75,4,9,14,3,2
"17455",0,0,57,4,9,13,3,2
"17456",0,0,28,2,11,16,5,1
"17458",0,0,27,2,12,16,1,1
"17459",0,1,37,2,11,14,3,2
"17460",1,0,32,1,12,19,5,1
"17461",0,1,56,4,12,12,1,2
"17462",0,0,56,6,12,12,1,2
"17463",0,1,87,4,10,12,2,2
"17464",0,1,60,4,12,11,3,1
"17465",0,0,87,4,9,12,5,2
"17466",0,0,40,7,11,16,4,2
"17467",0,0,60,1,12,19,3,1
"17468",0,1,34,7,12,16,1,1
"17469",0,1,38,2,12,14,1,1
"17470",0,1,54,6,12,12,1,1
"17471",1,0,33,4,12,11,1,1
"17472",0,1,32,6,11,12,5,1
"17473",1,0,36,4,12,11,1,1
"17474",0,0,25,5,12,16,5,2
"17476",1,0,70,6,9,9,5,1
"17477",0,0,51,4,12,16,1,2
"17478",1,1,26,1,1,14,5,1
"17479",0,0,29,2,12,12,5,1
"17480",0,0,46,4,12,12,3,1
"17482",0,0,72,4,12,12,1,1
"17483",0,1,71,5,1,10,3,2
"17484",0,1,81,4,5,9,2,2
"17485",0,1,80,4,9,8,2,1
"17486",0,0,72,7,5,5,2,1
"17489",1,0,61,4,12,16,1,2
"17490",1,0,29,4.1220088,10,12,5,2
"17491",1,1,20,1,9,13,5,2
"17492",1,0,21,6,12,13,5,1
"17493",0,1,73,2,10,14,2,2
"17495",0,0,22,6,12,14,5,1
"17498",0,1,46,6,11,15,3,2
"17499",0,0,68,4.1220088,12,8,1,2
"17500",1,0,24,4,4,12,5,1
"17501",0,1,68,4,12,12,1,1
"17502",0,0,36,4,12,9,4,2
"17503",0,1,39,4,12,8,1,1
"17504",0,1,27,3,12,14,5,1
"17505",1,0,28,4,12,9,1,1
"17506",0,1,32,7,5,10,5,2
"17507",0,0,22,4,10,11,5,2
"17509",0,1,52,6,12,17,3,2
"17510",1,1,73,4,12,13,1,2
"17511",1,0,41,6,12,19,1,1
"17512",0,1,30,3,12,16,1,2
"17513",1,1,70,6,12,15,1,2
"17514",0,0,72,3,12,16,1,2
"17515",0,1,83,6,1,16,2,2
"17516",0,0,34,4,12,12,2,2
"17517",0,0,39,6,12,20,1,1
"17518",1,0,58,6,12,17,1,2
"17519",1,0,45,3,12,12,1,1
"17520",0,0,72,2,12,19,2,2
"17521",1,0,61,7,12,13,1,2
"17522",0,1,54,4,12,18,1,2
"17523",0,0,65,3,11,13,2,2
"17524",0,1,39,6,12,20,1,1
"17527",0,1,79,2,12,16,2,1
"17528",0,1,74,6,12,10,1,1
"17529",1,0,38,4,12,18,1,2
"17531",0,0,56,6,12,16,1,1
"17532",0,0,71,4,12,14,1,1
"17534",0,0,51,3,9,13,3,2
"17535",0,0,57,3,1,12,3,2
"17536",0,1,73,4,12,12,2,2
"17537",0,1,43,6,12,20,1,1
"17538",0,1,53,4,12,17,1,2
"17540",0,0,39,5,12,16,1,2
"17541",0,1,25,1,12,13,5,1
"17542",0,0,78,4,12,12,1,2
"17543",0,0,75,4,9,12,2,2
"17544",0,1,53,4,12,12,3,1
"17545",0,1,52,5,9,11,1,1
"17546",1,0,30,4.1220088,12,14,5,1
"17547",1,0,32,4,12,13,5,2
"17549",0,1,26,3,10,12,5,1
"17550",0,1,22,2,11,14,5,2
"17551",0,0,37,3,12,16,1,2
"17552",0,0,37,3,9,14,3,2
"17553",0,1,25,3,2,11,5,2
"17554",0,1,20,4,4,8,5,2
"17555",0,1,69,4,9,8,3,2
"17556",0,1,80,6,8,9,2,2
"17557",0,0,86,3,6,12,2,2
"17558",0,0,82,4,8,9,2,2
"17559",0,1,73,7,9,8,1,2
"17560",0,1,74,4,7,12,2,2
"17561",0,1,54,4,10,8,1,1
"17562",0,1,61,5,6,11,1,1
"17564",0,1,45,4,12,17,1,1
"17565",1,0,43,7,12,16,1,2
"17566",1,0,52,6,12,17,3,1
"17567",0,1,67,4,12,13,1,2
"17570",0,1,51,2,12,12,1,2
"17571",0,1,62,4,12,12,1,1
"17572",1,0,35,5,12,18,3,2
"17573",1,1,75,5,11,8,3,1
"17575",1,0,34,6,12,14,1,1
"17576",0,1,33,5,12,11,3,1
"17577",0,1,75,4,10,13,2,2
"17578",1,0,30,5,12,16,1,2
"17579",1,0,53,6,12,14,1,2
"17580",0,1,23,2,10,12,5,1
"17581",1,0,47,5,12,12,1,1
"17582",0,0,19,6,10,13,5,2
"17583",1,1,76,4,10,11,2,2
"17584",0,0,67,5,12,12,1,2
"17585",0,1,42,4,12,9,1,2
"17586",0,1,28,4,3,14,3,2
"17587",0,0,36,6,5,12,5,2
"17588",0,0,29,6,10,12,5,1
"17589",0,1,19,4,1,10,5,2
"17591",0,0,24,6,1,9,4,2
"17592",0,0,28,2,5,13,5,2
"17593",0,1,47,4,12,12,3,1
"17594",0,1,40,1,3,3,1,1
"17595",1,0,48,6,12,14,3,1
"17596",0,1,71,4,11,13,1,2
"17597",0,1,47,1,1,3,1,1
"17598",0,0,42,6,12,12,3,1
"17599",0,1,30,5,9,12,1,1
"17600",0,1,55,5,12,12,1,1
"17602",0,1,35,4,12,13,5,1
"17603",0,1,31,6,12,13,1,1
"17604",1,1,50,2,12,11,3,1
"17605",1,0,71,4.1220088,12,4,1,2
"17606",0,1,28,7,12,14,5,1
"17607",1,0,66,6,9,12,3,2
"17608",0,1,80,3,9,12,3,2
"17609",0,1,45,6,12,16,3,1
"17610",0,1,39,3,12,12,1,2
"17611",1,0,73,4,10,11,1,2
"17612",1,0,35,5,12,11,1,1
"17613",1,0,62,2,10,9,2,2
"17614",0,1,41,4,12,10,1,2
"17615",0,0,60,3,12,12,2,2
"17616",0,1,51,2,8,12,4,1
"17618",0,0,46,3,12,18,1,2
"17619",0,0,19,5,1,10,5,2
"17620",0,1,43,4,6,14,3,1
"17621",1,1,28,6,12,12,1,2
"17622",0,0,65,4.1220088,12,14,1,1
"17623",0,1,33,4,12,14,5,1
"17624",0,0,26,4,12,16,5,2
"17625",0,1,34,2,12,16,1,2
"17626",1,0,38,5,12,16,3,2
"17627",0,0,21,3,11,14,1,1
"17628",1,0,61,6,12,14,3,2
"17629",1,0,30,4,12,17,5,1
"17630",0,0,37,1,12,14,5,2
"17631",0,1,37,1,12,13,1,2
"17632",0,1,79,6,12,12,1,2
"17633",0,1,32,6,10,15,3,2
"17634",0,1,34,6,11,15,5,2
"17635",0,1,30,4,12,20,1,1
"17636",0,1,19,4,12,12,5,2
"17637",0,0,46,2,12,16,1,2
"17638",1,0,48,4,12,20,5,2
"17639",0,1,31,4,12,20,5,1
"17640",0,0,67,6,9,12,3,2
"17641",0,1,27,2,10,12,1,2
"17642",0,1,44,5,12,14,3,1
"17643",0,0,51,2,12,18,1,2
"17644",1,0,30,2,12,12,3,2
"17645",0,1,45,2,12,18,3,2
"17646",0,1,32,6,9,15,5,1
"17647",0,1,67,1,12,19,3,2
"17648",1,0,63,5,12,16,3,2
"17649",0,1,69,4,12,12,1,1
"17650",0,0,31,2,12,20,1,2
"17651",0,1,36,4,12,16,5,1
"17652",0,0,20,5,9,13,5,2
"17653",0,0,39,2,12,14,1,1
"17654",0,1,36,4,12,16,1,2
"17655",0,0,22,3,12,15,5,1
"17656",0,1,31,6,12,16,1,2
"17657",0,1,35,2,12,14,1,2
"17658",0,1,47,5,12,15,1,1
"17659",1,0,46,5,12,16,1,2
"17660",0,0,40,5,12,20,1,2
"17661",0,1,63,4,12,12,1,1
"17663",0,1,82,5,11,12,2,2
"17664",0,1,63,6,2,12,1,2
"17665",1,0,41,6,12,16,1,1
"17666",0,1,67,6,9,12,2,2
"17667",1,0,41,6,12,12,1,1
"17669",1,0,30,4,11,12,1,1
"17670",0,1,29,5,4,13,3,1
"17671",0,1,24,2,1,16,5,1
"17672",1,0,40,4.1220088,6,16,5,2
"17673",0,0,23,4,9,16,5,2
"17674",1,0,29,6,10,11,1,1
"17675",1,0,37,4,12,13,1,1
"17676",1,0,26,4,12,15,5,2
"17677",1,1,69,6,10,12,1,1
"17678",0,1,28,5,12,13,1,2
"17680",0,1,34,6,12,16,1,2
"17681",1,0,21,4,12,12,5,1
"17682",1,1,63,5,12,14,1,2
"17683",1,0,63,4,12,18,1,2
"17684",0,0,58,4,11,12,3,2
"17686",1,0,52,7,12,13,1,1
"17688",0,1,33,4,12,12,1,1
"17689",0,1,39,5,12,15,1,2
"17690",0,1,35,5,12,12,5,1
"17692",0,0,36,1,4,14,3,2
"17693",0,0,56,4,12,18,1,2
"17694",0,1,22,5,12,14,5,2
"17695",0,0,72,4,11,12,2,1
"17697",1,0,45,3,12,15,1,2
"17698",1,1,33,7,12,12,1,2
"17699",0,1,32,2,12,12,1,2
"17700",0,1,49,6,10,12,3,2
"17701",0,0,47,4,12,17,5,2
"17703",1,0,45,6,12,12,1,2
"17704",0,1,55,6,12,18,1,1
"17706",0,1,42,6,5,14,3,1
"17707",0,1,27,6,11,16,5,1
"17708",0,0,20,5,10,12,5,2
"17709",0,1,33,4,12,14,2,2
"17711",0,1,19,5,2,11,5,2
"17712",0,1,45,4,9,11,4,1
"17713",0,1,43,3,12,12,2,2
"17715",0,0,45,2,12,16,1,2
"17716",0,1,34,4,12,12,5,1
"17717",0,1,37,4.1220088,12,11,1,1
"17718",0,1,32,4.1220088,3,14,3,2
"17719",1,0,37,2,12,12,1,2
"17720",1,0,49,4.1220088,11,16,1,2
"17721",0,0,39,4.1220088,10,12,1,2
"17722",0,1,51,4,12,12,3,2
"17723",0,0,33,3,8,15,5,2
"17724",0,1,64,2,9,8,1,2
"17725",0,0,36,6,4,11,4,1
"17726",1,0,34,4,12,12,3,2
"17727",0,1,87,5,12,12,2,2
"17729",0,1,39,4,12,16,1,2
"17730",1,1,50,4,12,10,1,2
"17731",0,1,40,2,12,13,3,1
"17732",0,1,51,5,12,20,3,2
"17733",0,0,36,5,8,13,5,2
"17734",0,0,23,1,12,13,5,1
"17735",0,1,21,5,12,12,5,2
"17736",0,0,36,4,11,12,1,1
"17737",0,1,23,6,10,13,1,1
"17738",0,1,28,2,11,12,1,2
"17740",1,0,51,4,12,16,1,2
"17741",0,0,43,5,12,16,1,1
"17742",0,1,20,3,4,12,5,2
"17743",0,0,65,4,8,12,2,2
"17744",1,0,56,4,12,10,1,2
"17745",0,1,34,4,12,16,1,2
"17748",1,1,21,3,9,12,3,2
"17749",0,0,63,3,8,13,2,2
"17750",0,1,40,4,12,12,1,1
"17751",1,0,65,7,12,13,1,1
"17752",1,1,50,4,12,12,1,2
"17753",0,0,38,6,12,19,1,1
"17754",1,0,85,4,12,14,1,1
"17755",0,1,23,2,12,13,5,2
"17756",0,1,41,6,11,16,3,1
"17757",0,1,47,4,12,12,1,1
"17758",0,0,40,1,12,16,1,2
"17759",1,0,33,3,11,16,5,2
